annee;diplome;situation;genre;disciplines;code_du_domaine;domaine;code_de_la_discipline;discipline;code_du_secteur_disciplinaire;secteur_disciplinaire;nombre_de_reponses;taux_d_insertion;taux_d_emploi;taux_d_emploi_salarie_en_france;emplois_cadre_ou_professions_intermediaires;emplois_cadre;emplois_exterieurs_a_la_region_de_l_universite;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;salaire_net_des_emplois_a_temps_plein_1_er_quartile;salaire_net_des_emplois_a_temps_plein_3eme_quartile;diplomes_boursiers;femmes;taux_de_chomage_national;salaire_net_mensuel_median_national;code_du_secteur_disciplinaire_sise;salaire_net_mensuel_national_1er_quartile;salaire_net_mensuel_national_3eme_quartile;cle_disc;statut_liberal;statut_fonct;statut_cdi;statut_cdimiss;statut_conspe;statut_cdd;statut_vac;statut_interim;statut_intermit;statut_contrpro;statut_aide;statut_volont;employ_meme;employ_fp;employ_entrpriv;employ_entrpub;employ_asso;employ_libe;employ_orga;employ_sem;employ_parti;secteur_agri;secteur_indus;secteur_constr;secteur_immo;secteur_comm;secteur_info;secteur_fin;secteur_spe;secteur_serv;secteur_ens;secteur_admin;secteur_sante;secteur_arts;secteur_autres;niveau_agri;niveau_articomm;niveau_lib;niveau_cata;niveau_inge;niveau_catb;niveau_tech;niveau_catc;niveau_ouvr;niveau_empl
2018;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Droit>Sciences politiques;DEG;Droit, économie et gestion;disc02;Droit;disc02_02;Sciences politiques;447;83;;;90;70;47;50;96;2070;32200;1700;2380;32;57;7.8;1930;SD37;1490;2380;disc02_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Droit>Sciences politiques;DEG;Droit, économie et gestion;disc02;Droit;disc02_02;Sciences politiques;257;85;;;91;73;43;60;94;2060;32100;1800;2430;33;;7.8;1930;SD37;1490;2380;disc02_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Droit>Sciences politiques;DEG;Droit, économie et gestion;disc02;Droit;disc02_02;Sciences politiques;349;88;;;85;65;40;55;93;1970;30700;1600;2400;26;59;9.3;1870;SD37;1480;2280;disc02_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Droit>Sciences politiques;DEG;Droit, économie et gestion;disc02;Droit;disc02_02;Sciences politiques;218;83;;;89;76;45;54;93;2010;34300;1640;2460;30;;7.2;1980;SD37;1480;2480;disc02_02_18;3;11;39;0;;42;1;1;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;0;1;3;28;45;7;7;2;1;7
2016;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Droit>Sciences politiques;DEG;Droit, économie et gestion;disc02;Droit;disc02_02;Sciences politiques;265;84;;;87;62;48;44;92;1800;28100;1500;2150;34;;8.5;1830;SD37;1450;2180;disc02_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Droit>Sciences politiques;DEG;Droit, économie et gestion;disc02;Droit;disc02_02;Sciences politiques;466;84;;;85;65;46;48;93;1900;29600;1550;2230;32;56;8.5;1830;SD37;1450;2180;disc02_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Droit>Sciences politiques;DEG;Droit, économie et gestion;disc02;Droit;disc02_02;Sciences politiques;219;91;;;93;77;39;56;98;2180;34000;1800;2540;29;;7.8;1900;SD37;1470;2330;disc02_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Droit>Sciences politiques;DEG;Droit, économie et gestion;disc02;Droit;disc02_02;Sciences politiques;197;84;;;77;55;55;32;94;1730;26900;1340;2010;33;;8.6;1865;SD37;1475;2280;disc02_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Économie>Sciences économiques;DEG;Droit, économie et gestion;disc03;Économie;disc03;Sciences économiques;759;92;;;89;67;42;74;98;2250;35100;1800;2610;29;;7.8;1900;SD38;1470;2330;disc03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Économie>Sciences économiques;DEG;Droit, économie et gestion;disc03;Économie;disc03;Sciences économiques;738;85;;;75;45;38;56;93;1790;28000;1500;2150;30;;9.9;1870;SD38;1490;2280;disc03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Économie>Sciences économiques;DEG;Droit, économie et gestion;disc03;Économie;disc03;Sciences économiques;;89;;;85;54;43;71;97;2000;31200;1700;2440;30;;7.8;1930;SD38;1490;2380;disc03_18;1;1;69;0;;21;0;4;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;3;51;2;29;1;0;13
2018;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Économie>Sciences économiques;DEG;Droit, économie et gestion;disc03;Économie;disc03;Sciences économiques;;93;;;86;56;43;80;97;2150;33500;1780;2600;30;;7.8;1930;SD38;1490;2380;disc03_30;1;1;77;0;;16;0;1;0;0;0;3;1;8;79;2;8;0;1;0;0;1;9;1;1;14;9;34;6;3;2;7;5;2;5;0;1;1;4;51;2;28;1;0;12
2020;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Économie>Sciences économiques;DEG;Droit, économie et gestion;disc03;Économie;disc03;Sciences économiques;2161;88;85;73;84;55;46;70;97;2050;35800;1700;2500;31;58;6.9;2020;SD38;1530;2510;disc03_18;3;1;66;0;;24;1;3;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;0;2;1;5;49;2;27;2;1;12
2020;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Économie>Sciences économiques;DEG;Droit, économie et gestion;disc03;Économie;disc03;Sciences économiques;1270;93;89;79;88;59;47;82;99;2170;33800;1820;2600;32;;6.9;2020;SD38;1530;2510;disc03_30;3;2;78;0;;15;0;1;0;0;0;1;78;12;72;2;10;0;1;0;0;1;7;1;2;19;8;23;9;4;3;8;6;2;6;0;2;1;7;51;3;26;1;0;9
2020;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Économie>Sciences économiques;DEG;Droit, économie et gestion;disc03;Économie;disc03;Sciences économiques;1270;90;86;75;83;49;47;69;97;1970;33800;1630;2310;32;;6.9;2020;SD38;1530;2510;disc03_18;2;1;65;0;;26;0;3;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;6;43;3;31;2;0;13
2012;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Économie>Sciences économiques;DEG;Droit, économie et gestion;disc03;Économie;disc03;Sciences économiques;1364;89;;;82;55;42;77;97;1990;31000;1600;2400;32;54;10.1;1830;SD38;1460;2230;disc03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Économie>Sciences économiques;DEG;Droit, économie et gestion;disc03;Économie;disc03;Sciences économiques;;87;;;80;51;43;75;96;1830;28600;1520;2300;;;10.1;1830;SD38;1460;2230;disc03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Économie>Sciences économiques;DEG;Droit, économie et gestion;disc03;Économie;disc03;Sciences économiques;1575;92;;;90;69;43;81;98;2310;36000;1860;2810;30;51;7.8;1900;SD38;1470;2330;disc03_30;3;1;77;0;;14;0;1;0;0;0;3;3;8;72;7;9;0;1;0;0;2;7;1;2;11;12;33;9;3;3;7;3;2;5;;2;1;6;62;1;20;1;0;6
2017;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;3065;93;;;90;70;44;80;99;2110;33000;1820;2500;21;;7.8;1900;SD39;1470;2330;disc04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;7463;93;;;89;63;42;78;99;2060;32100;1760;2440;21;57;7.8;1930;SD39;1490;2380;disc04_18;2;1;75;0;;16;0;2;0;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;2;60;1;25;1;0;8
2014;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;2941;91;;;86;63;45;76;99;2020;31500;1730;2390;20;;9.3;1870;SD39;1480;2280;disc04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;3930;93;;;85;55;43;83;98;2000;31200;1700;2370;21;;8.6;1865;SD39;1475;2280;disc04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05;Autres formations juridiques, économiques et de gestion;;88;;;85;58;33;71;96;1950;30400;1600;2400;29;57;9.9;1870;;1490;2280;disc05_30;2;6;62;;0;24;1;2;0;0;1;1;2;22;5;59;12;0;;;0;1;9;2;;11;9;17;6;4;6;15;9;2;8;;;;10;49;5;22;4;0;10
2014;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05;Autres formations juridiques, économiques et de gestion;1460;92;;;83;58;37;71;96;2000;31200;1630;2410;28;57;9.3;1870;;1480;2280;disc05_30;3;6;61;;0;24;0;2;0;0;1;2;2;21;4;61;10;1;;;0;2;8;2;;12;8;18;7;4;5;16;6;3;10;;;;11;47;5;19;3;1;14
2019;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05;Autres formations juridiques, économiques et de gestion;822;92;;;92;70;38;63;97;2100;32800;1800;2500;34;61;7.2;1980;;1480;2480;disc05_30;3;6;54;0;;33;1;1;0;0;0;3;2;31;46;2;17;0;2;0;0;0;6;1;1;9;11;6;8;6;5;25;9;3;10;0;2;1;23;46;7;15;2;0;4
2020;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05;Autres formations juridiques, économiques et de gestion;324;91;87;80;92;78;38;65;96;2280;35600;2000;2800;30;;6.9;2020;;1530;2510;disc05_30;3;5;56;1;;30;1;1;0;0;1;1;54;37;46;4;9;0;1;0;0;1;7;2;0;8;14;6;9;5;5;32;7;0;6;0;3;1;27;51;3;10;3;1;2
2020;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05;Autres formations juridiques, économiques et de gestion;487;91;85;71;82;56;36;48;93;1900;34300;1650;2200;34;;6.9;2020;;1530;2510;disc05_18;2;3;43;0;;44;1;2;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;16;39;7;19;3;0;14
2016;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05;Autres formations juridiques, économiques et de gestion;1362;92;;;87;62;38;72;97;2070;32200;1700;2500;31;55;8.5;1830;;1450;2180;disc05_30;3;6;62;;0;24;1;2;0;0;0;2;3;23;60;2;10;1;;;0;0;6;2;;10;9;16;9;6;4;19;7;3;7;;;;13;50;6;18;3;0;9
2013;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;529;87;;;85;52;36;69;96;1840;28700;1530;2250;38;59;9.9;1870;SD40;1490;2280;disc05_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;138;89;;;80;43;45;75;94;1800;28100;1600;2170;31;;7.8;1930;SD40;1490;2380;disc05_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;366;89;;;75;43;39;67;95;1840;28700;1500;2120;38;;9.3;1870;SD40;1480;2280;disc05_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;366;84;;;71;35;39;50;93;1650;25700;1400;1950;38;;9.3;1870;SD40;1480;2280;disc05_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;124;97;94;86;81;50;27;57;95;1850;33900;1610;2300;29;68;6.9;2020;SD40;1530;2510;disc05_01_18;0;3;54;0;;39;1;2;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;10;39;11;21;6;0;11
2016;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;287;88;;;78;42;41;52;90;1670;26000;1400;2000;32;62;8.5;1830;SD40;1450;2180;disc05_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;108;87;;;77;46;42;57;87;1750;27300;1460;2100;32;;8.5;1830;SD40;1450;2180;disc05_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;179;89;;;78;39;40;49;92;1600;25000;1370;1950;33;;8.5;1830;SD40;1450;2180;disc05_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;;83;;;72;;49;47;92;1600;25000;1400;1940;;;10.1;1830;SD40;1460;2230;disc05_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;575;89;;;79;48;43;72;93;1780;27800;1500;2160;29;64;9.7;1800;SD40;;;disc05_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;219;87;;;90;56;39;77;99;1900;29600;1600;2210;28;;7.8;1900;SD40;1470;2330;disc05_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;27;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;SD61;1490;2280;disc05_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;65;89;;;88;62;47;44;93;1740;27200;ns;ns;35;66;7.8;1900;SD61;1470;2330;disc05_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;41;85;;;89;69;60;43;97;ns;ns;ns;ns;31;;7.8;1900;SD61;1470;2330;disc05_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;8;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;7.8;1930;SD61;1490;2380;disc05_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;22;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD61;1480;2280;disc05_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;30;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD61;1450;2180;disc05_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;28;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;SD61;1475;2280;disc05_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;3;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1930;SD61;1490;2380;disc05_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;32;84;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;35;;8.5;1830;SD61;1450;2180;disc05_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;73;89;;;93;58;55;48;93;1730;27000;ns;ns;29;61;8.6;1865;SD61;1475;2280;disc05_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_03;Pluridisciplinaire droit, sciences économiques et de gestion, AES;41;91;;;92;68;16;76;97;2200;34300;ns;ns;28;;7.8;1900;SD63;1470;2330;disc05_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_03;Pluridisciplinaire droit, sciences économiques et de gestion, AES;119;90;86;78;85;65;15;80;96;2300;35900;2000;2630;44;68;6.9;2020;SD63;1530;2510;disc05_03_30;4;1;76;0;;14;0;3;0;1;0;2;90;7;85;0;3;0;0;0;0;0;7;4;1;23;27;8;5;6;3;6;5;0;7;0;3;0;3;62;2;18;1;0;11
2019;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;45;89;;;94;61;52;74;97;2120;33100;ns;ns;32;;7.2;1980;SD62;1480;2480;disc05_04_30;5;2;67;0;;23;0;3;0;0;0;0;5;16;61;2;16;0;0;0;0;0;11;6;7;4;15;5;11;7;2;18;0;3;12;0;0;2;15;44;9;24;0;0;6
2019;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;50;90;;;91;69;48;58;98;ns;31100;ns;ns;40;;7.2;1980;SD62;1480;2480;disc05_04_18;0;2;54;2;;34;0;3;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;15;54;7;14;0;0;9
2015;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;219;95;;;83;52;34;89;98;2100;32800;1720;2550;25;;8.6;1865;SD62;1475;2280;disc05_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;479;87;;;82;54;40;79;96;2000;31200;1600;2410;27;61;10.1;1830;SD62;1460;2230;disc05_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;243;93;;;92;60;50;83;99;2280;35500;1870;2920;38;54;7.8;1930;SD62;1490;2380;disc05_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;435;94;;;85;59;38;89;99;2290;35800;1830;2730;21;50;8.6;1865;SD62;1475;2280;disc05_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;479;85;;;79;48;40;65;96;1850;28800;1470;2200;27;61;10.1;1830;SD62;1460;2230;disc05_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
