annee;diplome;situation;genre;disciplines;code_du_domaine;domaine;code_de_la_discipline;discipline;code_du_secteur_disciplinaire;secteur_disciplinaire;nombre_de_reponses;taux_d_insertion;taux_d_emploi;taux_d_emploi_salarie_en_france;emplois_cadre_ou_professions_intermediaires;emplois_cadre;emplois_exterieurs_a_la_region_de_l_universite;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;salaire_net_des_emplois_a_temps_plein_1_er_quartile;salaire_net_des_emplois_a_temps_plein_3eme_quartile;diplomes_boursiers;femmes;taux_de_chomage_national;salaire_net_mensuel_median_national;code_du_secteur_disciplinaire_sise;salaire_net_mensuel_national_1er_quartile;salaire_net_mensuel_national_3eme_quartile;cle_disc;statut_liberal;statut_fonct;statut_cdi;statut_cdimiss;statut_conspe;statut_cdd;statut_vac;statut_interim;statut_intermit;statut_contrpro;statut_aide;statut_volont;employ_meme;employ_fp;employ_entrpriv;employ_entrpub;employ_asso;employ_libe;employ_orga;employ_sem;employ_parti;secteur_agri;secteur_indus;secteur_constr;secteur_immo;secteur_comm;secteur_info;secteur_fin;secteur_spe;secteur_serv;secteur_ens;secteur_admin;secteur_sante;secteur_arts;secteur_autres;niveau_agri;niveau_articomm;niveau_lib;niveau_cata;niveau_inge;niveau_catb;niveau_tech;niveau_catc;niveau_ouvr;niveau_empl
2019;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2706;81;;;74;44;47;56;83;1620;27300;1360;2000;44;78;7.2;1980;;1480;2480;disc06_18;11;2;41;2;;35;2;2;3;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;0;2;8;9;27;5;25;4;1;18
2020;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2036;87;82;61;75;44;45;58;86;1650;28200;1400;2000;44;;6.9;2020;;1530;2510;disc06_18;10;2;45;0;;34;1;2;2;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;0;3;8;8;28;6;25;4;1;17
2019;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2099;82;;;74;43;47;55;83;1600;27200;1360;1980;46;;7.2;1980;;1480;2480;disc06_18;10;2;41;2;;37;2;2;2;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;0;2;7;9;27;5;26;4;1;18
2016;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;560;82;;;76;45;48;55;83;1600;25000;1320;1930;37;;8.5;1830;;1450;2180;disc06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2520;88;;;80;47;48;66;89;1750;27300;1430;2110;43;78;7.8;1900;;1470;2330;disc06_30;11;3;52;0;;26;1;2;3;0;0;2;11;16;57;4;10;0;1;0;0;1;6;1;1;18;15;3;8;5;15;6;3;13;5;;3;8;8;31;4;28;3;0;13
2016;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2566;86;;;77;45;48;67;85;1680;26300;1400;2000;40;78;8.5;1830;;1450;2180;disc06_30;13;3;50;;0;25;1;1;3;0;1;2;13;16;57;2;12;0;;;0;1;6;1;;16;15;4;8;4;16;6;3;16;5;;;;8;38;5;27;4;1;18
2011;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2664;87;;;76;52;46;65;84;1700;26500;1400;1950;29;81;9.7;1800;;;;disc06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;558;80;;;74;50;46;56;80;1520;23600;1300;1920;37;;8.6;1865;;1475;2280;disc06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;147;81;;;68;36;43;50;77;1540;24000;1280;1900;42;;7.8;1900;SD21;1470;2330;disc06_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;442;80;;;72;37;35;62;74;1550;24200;1330;1900;39;;7.8;1930;SD21;1490;2380;disc06_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;442;80;;;68;34;35;51;73;1500;23400;1250;1800;39;;7.8;1930;SD21;1490;2380;disc06_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;458;76;;;59;34;37;50;68;1450;22700;1200;1770;38;;9.3;1870;SD21;1480;2280;disc06_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;209;88;82;66;77;54;35;65;84;1790;27900;1450;2300;35;;6.9;2020;SD21;1530;2510;disc06_01_30;18;2;45;0;;18;0;1;16;0;1;0;78;9;56;6;13;0;0;1;0;0;5;1;0;10;23;2;4;1;7;3;3;41;1;0;5;12;4;38;2;21;3;1;14
2012;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;;82;;;68;37;46;57;75;1500;23400;1290;1800;;;10.1;1830;SD21;1460;2230;disc06_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;;81;;;71;;27;50;70;1500;23400;1200;1750;;;10.1;1830;SD21;1460;2230;disc06_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;147;80;;;79;48;43;59;81;1700;26500;1410;2000;42;;7.8;1900;SD21;1470;2330;disc06_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;525;79;;;66;34;41;48;72;1400;21800;1200;1700;33;70;10.1;1830;SD21;1460;2230;disc06_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;3;ns;;;nd;nd;ns;nd;nd;nd;nd;nd;nd;ns;ns;7.8;1900;SD25;1470;2330;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;0;ns;;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;;9.9;1870;SD25;1490;2280;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;11;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.3;1870;SD25;1480;2280;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;;;;;;;;;;;;;;;;7.8;1930;SD25;1490;2380;disc06_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;5;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.6;1865;SD25;1475;2280;disc06_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;;nd;;;nd;;nd;nd;nd;nd;nd;nd;nd;;;10.1;1830;SD25;1460;2230;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;10;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;10.1;1830;SD25;1460;2230;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;2;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD25;1470;2330;disc06_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;7;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;29;ns;9.7;1800;SD25;;;disc06_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;4;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD25;1450;2180;disc06_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;10;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1930;SD22;1490;2380;disc06_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;8;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.2;1980;SD22;1480;2480;disc06_03_30;ns;ns;ns;ns;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns
2019;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;48;90;;;83;49;55;32;68;ns;23400;ns;ns;25;;7.2;1980;SD22;1480;2480;disc06_03_18;17;3;12;0;;59;7;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;2;17;17;16;10;24;3;0;13
2020;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;70;85;80;50;87;61;61;60;71;1720;26800;ns;ns;50;;6.9;2020;SD22;1530;2510;disc06_03_30;25;3;32;0;;40;0;0;0;0;0;0;54;24;25;2;22;0;0;2;0;0;0;0;0;7;5;0;2;2;66;8;6;3;2;0;1;25;22;13;7;20;2;0;10
2019;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;8;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.2;1980;SD22;1480;2480;disc06_03_18;ns;ns;ns;ns;;ns;ns;ns;ns;ns;ns;ns;;;;;;;;;;;;;;;;;;;;;;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns
2016;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;4;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD22;1450;2180;disc06_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;78;95;;;87;74;74;27;74;1500;23400;ns;ns;23;86;8.6;1865;SD22;1475;2280;disc06_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;64;91;;;88;54;42;48;78;1700;26500;ns;ns;40;;7.8;1900;SD22;1470;2330;disc06_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;62;91;;;82;58;58;47;73;1500;23400;ns;ns;29;82;9.7;1800;SD22;;;disc06_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;9;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;6.9;2020;SD22;1530;2510;disc06_03_30;ns;ns;ns;ns;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns
2015;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;78;88;;;84;74;74;23;71;1400;21800;ns;ns;23;86;8.6;1865;SD22;1475;2280;disc06_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures anciennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_04;Langues et littératures anciennes;2;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;SD18;1490;2280;disc06_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures anciennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_04;Langues et littératures anciennes;2;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.5;1830;SD18;1450;2180;disc06_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures anciennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_04;Langues et littératures anciennes;;;;;;;;;;;;;;;;7.8;1930;SD18;1490;2380;disc06_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_05;Langues et littératures étrangères;102;84;;;80;56;46;57;91;1690;26400;1360;2150;39;;7.8;1930;SD23;1490;2380;disc06_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_05;Langues et littératures étrangères;388;84;;;71;49;42;57;84;1680;26200;1400;2080;45;75;7.8;1930;SD23;1490;2380;disc06_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_05;Langues et littératures étrangères;398;89;;;81;59;43;64;91;1840;28700;1510;2270;48;77;7.2;1980;SD23;1480;2480;disc06_05_30;11;5;48;0;;31;2;1;1;0;0;1;11;28;47;3;9;0;1;1;0;1;5;2;1;11;11;7;9;4;16;14;3;8;6;0;3;8;21;31;4;18;3;0;12
2014;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_05;Langues et littératures étrangères;67;88;;;73;55;35;57;87;1600;25000;ns;ns;33;;9.3;1870;SD23;1480;2280;disc06_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_05;Langues et littératures étrangères;95;90;;;81;61;46;60;88;1930;30200;1680;2460;43;;7.2;1980;SD23;1480;2480;disc06_05_30;10;4;46;0;;35;0;1;2;0;0;2;9;27;52;1;9;0;1;1;0;0;4;2;0;10;13;8;10;4;13;21;4;7;5;0;3;8;18;35;5;15;4;1;11
2019;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_05;Langues et littératures étrangères;303;80;;;78;54;42;53;88;1700;27800;1400;2120;49;;7.2;1980;SD23;1480;2480;disc06_05_18;10;3;39;1;;40;1;3;2;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;0;3;8;18;28;4;20;2;0;17
2015;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_05;Langues et littératures étrangères;209;88;;;75;47;52;67;84;1650;25700;1410;2040;41;;8.6;1865;SD23;1475;2280;disc06_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;107;87;;;68;45;30;55;90;1700;26500;1490;1930;43;;7.2;1980;SD19;1480;2480;disc06_06_30;7;6;42;0;;40;1;3;0;0;0;1;7;33;50;4;6;0;0;0;0;2;4;2;2;18;17;1;5;4;26;5;6;7;2;0;2;5;17;22;8;16;9;0;21
2020;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;127;84;79;67;59;38;25;58;86;1600;27100;1430;1800;40;88;6.9;2020;SD19;1530;2510;disc06_06_18;9;6;44;0;;36;2;2;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;4;5;10;23;4;17;7;3;25
2016;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;36;80;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;31;;8.5;1830;SD19;1450;2180;disc06_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;27;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;SD19;1475;2280;disc06_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;20;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1930;SD19;1490;2380;disc06_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;238;88;;;77;58;39;68;85;1700;26500;1400;1830;29;82;9.7;1800;SD19;;;disc06_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_07;Langues étrangères appliquées;955;86;;;79;41;53;80;92;1850;28900;1570;2200;45;78;7.8;1930;SD24;1490;2380;disc06_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_07;Langues étrangères appliquées;138;87;;;66;32;54;59;94;1600;25000;1350;1980;46;;9.9;1870;SD24;1490;2280;disc06_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_07;Langues étrangères appliquées;697;91;86;63;83;50;53;79;95;2000;31200;1700;2440;46;;6.9;2020;SD24;1530;2510;disc06_07_30;11;1;67;0;;17;0;1;0;0;0;2;85;9;71;2;6;0;0;0;0;1;10;1;1;21;15;4;12;6;8;5;4;4;7;0;3;7;4;39;2;30;2;0;12
2016;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_07;Langues étrangères appliquées;561;84;;;74;31;59;63;94;1600;25000;1380;1900;45;;8.5;1830;SD24;1450;2180;disc06_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_08;Littérature générale et comparée;57;87;;;80;71;17;74;89;1700;26500;ns;ns;34;;9.9;1870;SD20;1490;2280;disc06_08_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_08;Littérature générale et comparée;16;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD20;1470;2330;disc06_08_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
